video_id,title,description,title_description,label1
ffmhbd-hRo0,Everybody is TERRIFIED of this 1950LP FIORA in CHINA... *35 KILLS???*,"Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #14fiora","Everybody is TERRIFIED of this 1950LP FIORA in CHINA... *35 KILLS???* Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #14fiora",no
r8s4VTkeXXc,RatIRL ASHE Support is TAKING OVER HIGH ELO... *HIDDEN OP?*,"Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #ratirl","RatIRL ASHE Support is TAKING OVER HIGH ELO... *HIDDEN OP?* Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #ratirl",no
RDQDK6F9W0k,Everybody is TERRIFIED of this CHINESE YASUO... *BETTER THAN PZzzang?*,"Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #Andyzz #pzzzang","Everybody is TERRIFIED of this CHINESE YASUO... *BETTER THAN PZzzang?* Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #Andyzz #pzzzang",no
tB0Y3pVrjbs,The 1000LP Rammus TAKING OVER Korean SoloQ *FREE LP*,"Save 20% on tickets now:  https://esl.gg/midbeastlco
Check out the LCO Split 2 Finals: https://dreamhack.com/melbourne/lco/


Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #Rammus","The 1000LP Rammus TAKING OVER Korean SoloQ *FREE LP* Save 20% on tickets now:  https://esl.gg/midbeastlco
Check out the LCO Split 2 Finals: https://dreamhack.com/melbourne/lco/


Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #Rammus",no
ub0FZ7vof98,1800LP CHINESE Qiyana NEW TECHNOLOGY *BUG ABUSING???*,"Level up your tech accessories with Casetify! Go to http://www.casetify.com/midbeast today to save 15% off your order! Thanks to Casetify for sponsoring this video!

Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #beifeng #qiyana","1800LP CHINESE Qiyana NEW TECHNOLOGY *BUG ABUSING???* Level up your tech accessories with Casetify! Go to http://www.casetify.com/midbeast today to save 15% off your order! Thanks to Casetify for sponsoring this video!

Drop a like if you enjoyed the video and make sure to subscribe for more content :) 
⇩ OPEN ME ⇩

⇨ ALL MY SOCIALS ⇦
https://linktr.ee/Midbeast

For Business Inquiries email midbeast@teamliquid.net

#Midbeast #LeagueOfLegends #beifeng #qiyana",no
Urk9eIBS6dk,THIS IS HOW YOU DESTROY SOLO QUE IN KOREA,"► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (naaji) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax","THIS IS HOW YOU DESTROY SOLO QUE IN KOREA ► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (naaji) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax",no
pCrCvZkYFXU,THIS KOREAN TEEMO IS GOING TO MAKE ME LOSE IT 😡,"► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (sanedit) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax","THIS KOREAN TEEMO IS GOING TO MAKE ME LOSE IT 😡 ► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (sanedit) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax",no
OwvZdQ7P-0s,CLIMBING TO RANK 1 BUT CHALLENGER IS FULL OF CLOWNS,"► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (chemsgosi) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax","CLIMBING TO RANK 1 BUT CHALLENGER IS FULL OF CLOWNS ► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (chemsgosi) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax",no
KVWvsWX6tdA,BULLYING CHALLENGERS IN RANKED WITH JAX,"Thank you to LG and NVIDIA for sponsoring the video:
https://bit.ly/34MLEy6

► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (sanedit) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax","BULLYING CHALLENGERS IN RANKED WITH JAX Thank you to LG and NVIDIA for sponsoring the video:
https://bit.ly/34MLEy6

► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M

► Made by (sanedit) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #irelia #jax",no
KbSUccJmtAU,IS FIMBULWINTER RYZE TOP TOO GOOD?,"really ryze'ing to the occasion on this one guys

► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M
‣ BUSINESS INQUIRIES - jhuang@spacetoaststudios.com

► Made by (naaji) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #yone","IS FIMBULWINTER RYZE TOP TOO GOOD? really ryze'ing to the occasion on this one guys

► Follow on Social Media:
• http://www.twitch.tv/TFBlade
• https://www.instagram.com/tfbladelol
• https://twitter.com/tfblade
• https://discord.gg/WKcVU3M
‣ BUSINESS INQUIRIES - jhuang@spacetoaststudios.com

► Made by (naaji) @Space Toast Studios  :
🐦https://twitter.com/SpaceToastSTU

#TFBlade #LeagueOfLegends #yone",no
gSOxbr1yCwQ,THIS RENGAR MAKES ME SO MAD,"Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato","THIS RENGAR MAKES ME SO MAD Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato",no
DpufOw2iUUs,I DUO'D RATIRL ON BOTLANE AND U WONT BELIEVE WAT HAPPENED NEXT?!?!?!?!?!?!!?!!?!?,"Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato","I DUO'D RATIRL ON BOTLANE AND U WONT BELIEVE WAT HAPPENED NEXT?!?!?!?!?!?!!?!!?!? Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato",no
tsO_xxjJW98,"HOW IS BEL""VETH NOT NERFED YET?","Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato -

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Editor : 
https://twitter.com/tsukaeme ❤️

Thumbnail :
https://twitter.com/s2mbre","HOW IS BEL""VETH NOT NERFED YET? Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato -

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Editor : 
https://twitter.com/tsukaeme ❤️

Thumbnail :
https://twitter.com/s2mbre",no
I8ypPDPDB4w,CRAZY SECRET QIYANA BUILD 🤫 | YamatosDeath1,"Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato -

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Editor : 
https://twitter.com/tsukaeme ❤️
https://twitter.com/Huil_Editor

Thumbnail :
https://twitter.com/s2mbre

#LeagueofLegends
#YamatosDeath 
#Kassadin","CRAZY SECRET QIYANA BUILD 🤫 | YamatosDeath1 Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato -

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Editor : 
https://twitter.com/tsukaeme ❤️
https://twitter.com/Huil_Editor

Thumbnail :
https://twitter.com/s2mbre

#LeagueofLegends
#YamatosDeath 
#Kassadin",no
mEcIXMzXJEI,KR SOLO QUEUE ADVENTURE EP.11 | Winners Queue has been activated,"Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato .w.

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Edit & Thumbnail : 
https://twitter.com/tsukaeme ❤️
https://www.youtube.com/channel/UCKfTF1hJSqsPMClQc6TCB7A
DISCLAIMER : I don't do the titles

Music : 
https://www.youtube.com/c/bezserca
https://www.youtube.com/channel/UCC8BnOiXk_wwDcZ-ldUUryQ/featured
I use music from this creators :)","KR SOLO QUEUE ADVENTURE EP.11 | Winners Queue has been activated Buy the Highest Quality smurf accounts - 15% off with my code ""YAMATO"" http://turbosmurfs.gg/partner/yamato .w.

OPEN ME (╯°□°）╯︵ ┻━┻

• Socials :
    Twitch  ➠ https://www.twitch.tv/yamatosdeath1
    Twitter  ➠ https://twitter.com/yamatosdeath
    Discord ➠ https://discord.gg/AuUTmerVtE

Edit & Thumbnail : 
https://twitter.com/tsukaeme ❤️
https://www.youtube.com/channel/UCKfTF1hJSqsPMClQc6TCB7A
DISCLAIMER : I don't do the titles

Music : 
https://www.youtube.com/c/bezserca
https://www.youtube.com/channel/UCC8BnOiXk_wwDcZ-ldUUryQ/featured
I use music from this creators :)",no
qQmOtCMo5Go,DEATH DANCING KATARINA,"👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩
If you enjoyed the video please hit 👍 LIKE and ⭐ SUBSCRIBE! Thanks for your support. 💜

➡️ Business Inquiries: contact@katevolved.gg

Become a Youtube Member for Extra Perks! https://www.youtube.com/channel/UC4XryR0fHLOlwCO4KLvn-ow/join

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

 ♪ Intro Song: Undertale OST - Start Menu
 ♪ Outro Song: Mighty Switch Force 2 OST - Track 01 - Title

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage","DEATH DANCING KATARINA 👾 Watch me LIVE on Twitch: https://www.twitch.tv/katevolved
🚨 2nd Channel (Full Gameplay): https://www.youtube.com/channel/UCduCPIWb2ZEF5hvaVcoVIWQ?sub_confirmation=1
⇩ OPEN ME ⇩
If you enjoyed the video please hit 👍 LIKE and ⭐ SUBSCRIBE! Thanks for your support. 💜

➡️ Business Inquiries: contact@katevolved.gg

Become a Youtube Member for Extra Perks! https://www.youtube.com/channel/UC4XryR0fHLOlwCO4KLvn-ow/join

Follow my Socials:
► Twitch: https://www.twitch.tv/katevolved
► Twitter:  https://www.twitter.com/katevolved
► Instagram: https://www.instagram.com/jacksondohan
► Discord: https://discord.gg/katevolved
► Facebook: https://www.facebook.com/KatEvolvedlol
► Tiktok: https://www.tiktok.com/@katevolved
► Patreon: https://patreon.com/katevolved

 ♪ Intro Song: Undertale OST - Start Menu
 ♪ Outro Song: Mighty Switch Force 2 OST - Track 01 - Title

#KatEvolved #LeagueOfLegends #Katarina 

Pentakill, Katarina, KatEvolved, Penta, Katarina Season 12, katarina runes, katarina guide, challenger katarina, best katarina, lol montage, lol highlights, league of legends montage",no
